Order ID,Job ID,Job Name,Job Description,Print Description,Proof Image URL,
11095,564,Michigan Logo Maize T-shirt,Sunshine / daisy t-shirt. Navy ink.,1C-F,,
10922,566,Lavender T-shirts with black ink,Lavender American Apparel 2102 shirts with black ink on front.,1C-F,,
11139,567,RAK,Kelly green shirts with black ink on front and back.,"1C-F, 1C-B",,
11144,568,Cat Suit,"Scoop Neck Bella 8703. Berry shirt, black ink.",1C-F,,
11144,569,Ebony Silhouette,"Burnout #8601 Bella. Soft Pink shirt, brown ink.",1C-F,,
11144,570,G Logo,"Scoop Neck Bella 8703. Black shirt, fuchsia ink. Plastisol.",1C-F,,
11144,571,GG Squat,"Scoop Neck Bella 8703. White shirt, black ink. Water-based.",1C-F,,
11144,574,Mini Skirt,"Burnout #8601 Bella. Soft pink shirt, black ink. Water-based.",1C-F,,
11144,575,Posh Spice,"Scoop Neck #8703 Bella. Berry shirt, black ink.",1C-F,,
11144,576,Punk Rock,"Burnout #8601 Bella. Soft Pink shirt, black ink. Water-based.",1C-F,,
11150,579,Monte Pittman: Out of the Black,Ash gray shirts with half-toned black print on front chest.,1C-F,,
11187,580,BHS Flutes,Sapphire Gildan shirts with light pink ink on front and back.,"1C-F, 1C-B",,
11201,581,Silver Maples Polos 3,"Left chest Silver Maple Logo, White Ink",1C-LC,,
11242,582,XL Elysium Hoody for Kimmecka,"Ash gray, XL pullover. Kimmecka",,,
11249,584,Aurora Facilitator,Navy hoodies. Maroon and white ink on front. White on back. FACILITATOR beneath logo on front.,"2C-F, 1C-B",,
11249,585,MARKETING COMMITTEE,Navy hoodies. Maroon and white ink on front. White on back. MARKETING COMMITTEE beneath logo on front.,"2C-F, 1C-B",,
11253,586,Michigan Nursing T-shirts,Black unisex shirts with white underbase and three color florescent print on front and back + our logo.,"4C-F, 4C-B",,
11259,587,Kill the Author Tees,White Gildan 2000 t-shirts with black ink on front chest.,1C-F,,
11301,590,SAAN January Order,"Navy short sleeve t-shirts with white and maroon ink on front, white on back. Our logo in white and maroon on sleeve.","2C-F, 1C-B, 2C-S",,
11302,591,School of Ice Dancing,White under-armour style Nike shirt with black print on full chest. Add stretch additive.,1C-F,,
11379,593,Collegiate DECA,Maize and Navy print on front chest of ash gray Gildan shirts.,2C-F,,
11380,594,Never Too Late,Code V Adult Pink Camo Tees with black ink on front chest.,1C-F,,
11395,595,White V-necks.,Black and Carolina Blue ink on front. Carolina Blue ink on back.,"2C-F, 1C-B",,
11395,596,Black T-shirts.,White and Carolina Blue ink on front. Carolina Blue ink on back.,"2C-F, 1C-B",,
11411,600,"Hoodies and T-shirts, January 2011",Black hoodies and t-shirts with three color logo on front and address on back.,"3C-F, 1C-B",,
11481,603,Unit Circle Tees,,,,
11510,604,"Habitat, Round 2",Gold shirts. Michael has art from previous order.,,,
11511,605,Vineyard Church of Milan,Purple shirts with white numbers on back. No print on front.,1C-B,,
11529,607,REFEREE,Referee Uniforms: Black button-downs with white ink on left chest and across shoulders,"1C-LC, 1C-B",,
11563,612,Snarf Fail,Yellow ink on front of purple shirts.,1C-F,,
11566,613,Ross Renewable Energy Case Competition,Navy American Apparel 2001 unisex t-shirts with white ink on front and back.,"1C-F, 1C-B",,
11569,617,Greater China Association,Red Gildan 2000 t-shirts with white and maize ink on front chest. Maize and navy ink on back.,"2C-F, 2C-B",,
11567,616,Daisy T-shirts,Daisy tees with white and navy ink on front chest,2C-F,,
11657,619,MUNA Shirts,Union made long sleeve t-shirts with black and purple ink on front left chest.,2C-LC,,
11665,620,Todd's Foosball Tournament,"Baby Blue American Apparel 2001, 2102. White ink w/ one pull on the front full chest.",1C-F,,
11686,622,GEO Children's Shirts,"Onesies, Toddler, and Youth tees of various sizes.",,,
11688,623,Double Click Computers,"Double Click Logo, left chest. ""The Lehigh Valleyâ€™s most knowledgeable Apple Specialist since 1986"" on the back in black.",1C-B,,
11688,624,Tocik Hall Brothel,"Yellow Am App Tee, Blue ink print ""I went to the Tocik Hall brothel and all I got was this lousy T-shirt. And a $5 HJ.""",1C-F,,
11716,627,Johnna UPS Bill,"Ground (4 days shipping) to Jackson, WY. Arrives Tuesday, 2/1/11",,,
11717,628,Michigan Theater,"Maize generic Tee, Navy ""MICHIGAN THEATER"" print.",1C-F,,
11717,629,Fly Like a D Criss,http://skreened.com/kayleesciacca/so-fly-like-a-d-criss-like-a-g6-parody except on a Hot pink shirt with a black print,1C-F,,
11717,630,Where's Pomme Koch?,"We would like a ""violet"" shirt with the words ""Where's Pomme Koch?"" and if possible the attached picture of Waldo on the front.On the right sleeve we would like ""bbc"" in lowercase letters.  On the left sleeve we would like a speech bubble with ""QUACK!"" in all caps.",,,
11729,632,Silver Maples L + XL,Forest green polos with white ink on left chest.,1C-LC,,
11731,633,Sydney Bowling Shirts,Lime green American Apparel with navy blue ink on front and back.,"1C-F, 1C-B",,
11752,634,Kids Plus,"Purple, Yellow, Blue, and Green shirts with black print on front and unique number on back of each.","1C-F, 1C-B",,
11762,636,Competitor Shirts,White ink on front and back.,"1C-F, 1C-B",,
11843,638,Team Shihan,Black shirts with white ink on front chest.,1C-F,,
11852,639,Eastern Educators,Forest Green t-shirts with white ink on front and back.,"1C-F, 1C-B",,
11965,641,Revolution Jerseys,"3-Color Revolution Logo, Name and Number on backs of jerseys",3C-LC,,
11967,642,Coffee Hyperbole Orca,Stone Blue Gildan 2000 shirts with black ink on front and back.,"1C-F, 1C-B",,
11985,643,Cougars/Revolution Bill,,,,
11995,644,Marty's Tie-dye Volleyball Shirts,Blank shirts.,blank,,
11996,645,ad,ad,,,
11997,646,Phi Mu Alpha,Black shirts with yellow and red ink on front.,2C-F,,
11999,647,All the King's Men,"Three color screen print: Black, White, and Royal. Gildan 2000 t-shirts in heather indigo.",3C-F,,
12016,649,JILL,Kelly green shirts with black ink on front chest.,1C-F,,
11083,650,"Renee, Bridesmaid","Gildan sky blue, XL",,,
12083,651,Men's Shirts,Black 2001. Blue ink on front and back,"1C-F, 1C-B",,
12083,652,Women's Shirts,Black 2102. Hot pink on front and back.,"1C-F, 1C-B",,
12084,653,Punk Rock Re-print,Black ink.,1C-F,,
12090,655,Mr Johns 'Exceeds Expectation' Bowling Shirts,,,,
12111,656,Mo Blue Tech,White American Apparel men's t-shirts with black ink on front.,1C-F,,
12113,657,Cornfed Basketball Jerseys,"Adult reversible tank jerseys. Black with gold reverse. Numbers on both colors, black front print on gold side only (no front print on black side).","1C-F, 1C-B",,
12137,658,PKP,"White shirt, black ink.",1C-F,,
12144,661,Starship Cast Hoodies,Black American Apparel F497 hoodies with white ink on full back and inside right flap.,"1C-B, 1C-RC",,
12143,662,Delta Theta Phi Shirts,"Dark green shirts with gold on front, white + gold on back.","1C-F, 1C-B",,
12149,664,Men's,Slate American Apparel men's shirt with logo on front (no black square).,,,
12149,665,Women's,Slate American Apparel women's shirt with inverse of logo on front (black square with negative space).,,,
12256,668,Valentines Day Puppy Tee,,,,
12255,669,Sweatpants,Black open-cuffed sweatpants with number on hip.,,,
12259,670,I heart Glee,"Youth 14-16, light blue. I [heart] Glee on front in black and red ink.",2C-F,,
12261,671,Helicon Crest,Mint and purple v-necks with white ink on front left chest.,1C-LC,,
12262,672,Crazy Women Have More Fun,UltraClub Ladies' V-neck 8513. Cornflower Blue. Black ink on front.,1C-F,,
12374,677,KZoo Hoody for Ashley,Custom Tan ink mix on chest and sleeve.,"1C-LC, 1C-S",,
12375,678,Michigan History- Front Only,Maize ink on front.,1C-F,,
12375,679,Victors write the History Books,Maize ink on front and back.,"1C-F, 1C-B",,
12382,680,Nuclear Bar Crawl Shirts,Daisy Gildan shirts with navy and glow in the dark ink on front.,2C-F,,
12387,681,MACSI Shirts,Black and military green with white ink on front and back.,"1C-F, 1C-B",,
12420,682,Hoover Latin Club Feb 2011,Dark chocolate pullover hoodies and t-shirts. White ink on front and back.,"1C-F, 1C-B",,
12428,685,Black Shirts,"Red ink on front, back, and inside tag.","1C-F, 1C-B, 1C-IT",,
12428,686,Gray Shirts,"White ink on front, back, and inside tag.","1C-F, 1C-B, 1C-IT",,
12430,688,Erin's Bowling Shirts,Navy shirts with white ink on front.,1C-F,,
12437,689,Chippewa Valley TV Land Shirts,"Red Gildan Ultra Cotton t-shirts with white ink on front, black and white ink on back.","1C-F, 2C-B",,
12439,690,Sam's Shirts,Black Gildan 2000 shirts with flourescent green ink on front and back.,"1C-F, 1C-B",,
12442,702,Black Ink Shirts,Black ink on left chest.,1C-LC,,
12442,703,Vegas Gold Ink,Vegas Gold ink on left chest.,1C-LC,,
12445,693,Kid's Plus Re-Do,"2XL Purple shirt with 02....Large green, small purple.",2C-F,,
12447,694,The Grow Show,"Red, Yellow, and Green ink on front of white shirts.",3C-F,,
12485,695,Team Logo,"Royal, White, and Yellow on front. Yellow on back.","3C-F, 1C-B",,
12485,696,Real Men Need More Ballroom,White ink on front chest,1C-F,,
12485,697,Michigan Ballroom,White ink across front chest,1C-F,,
12485,698,Michigan Ballroom - Gold,Navy ink on front chest,1C-F,,
12495,699,Bball Shirts for Erin,Purple shirts with white ink on front and back.,"1C-F, 1C-B",,
12500,701,Emerson Middle School,White ink on purple shirts.,1C-F,,
12502,704,Graphic Design,Graphic Design @ $30/hr,,,
12503,705,Pullover Hoody,"Basketball print on front, Kilgore on back.","1C-F, 1C-B",,
12503,706,Zippered Hoody,Wrestling logo. McGough on back.,"1C-F, 1C-B",,
12515,707,HerpDerp,Light blue Gildan t-shirts with navy ink on front and back.,"1C-F, 1C-B",,
12537,709,Heather Gray Shirts: Volunteers,Fuchsia ink on front and back,"1C-F, 1C-B",,
12537,710,Blank Royal Polos,,,,
12795,711,Jim Blum T-shirts,Hanes Beefy Tees in deep royal with white ink on left chest.,1C-LC,,
12799,713,Jill's Last Night Single,"Next Kevek 3300L t-shirts. White lettering. 11 brown, 1 hot pink.",1C-F,,
12799,714,"Sorry Boys, I'm Nick's!","""Sorry Boys, I'm Nick's!"" on front",1C-F,,
12802,715,Unofficial St. Patty's Day,White shirts with green ink on front.,1C-F,,
12804,716,Cancun 2011,Safety Green shirts with sky blue front and navy back.,"1C-F, 1C-B",,
12844,717,Love Me Hard,Next Level Burn-Out Razor Back tank with black and red ink on front and back.,"2C-F, 2C-B",,
12845,718,Haley's Sweats,,,,
12846,719,Compel Razor Back Tanks,4 Black tanks tops with white and orange ink on front chest.,2C-F,,
12851,721,Dicks and Janes Re-print,"Black unisex American Apparel t-shirts with pink ink on front and back,.","1C-F, 1C-B",,
12857,722,Save the Tatas,Black Anvil 6.1oz t-shirts with white and pink ink on front and back.,"2C-F, 2C-B",,
12858,723,White ink.,"Purple, green, and red shirts with white ink on front and back.","1C-F, 1C-B",,
12858,724,Black ink,Black ink on front and back.,"1C-F, 1C-B",,
12862,726,Entrepreneurial Minds,Red American Apparel Crew neck shirts in men's and women's with white ink on front.,1C-F,,
12869,727,Ross MBA Section 1,"Cactus Green Anvil 979 t-shirts (6.1oz cotton). Red, black, and maize ink on front + our logo on back in black.","3C-F, 1C-B",,
12938,729,TOPS,TOPS: AmApp F497 Sea Blue tops and Navy Jerzees Quarter zips....,,,
13001,731,Alano Club,"Safety Green t-shirts with black ink on front + number on the back. 

Mike: Go into artwork, find font used on back for number, and download for use.","1C-F, 1C-B",,
13006,732,Lake Folk - Men's,White ink on black tri-blend shirts.,1C-F,,
13006,733,Lake Folk - Women's,Black ink on full chest of heather gray,1C-F,,
13009,734,Kara Groh RUSH ORDER,Light gray large shirt with print on front and sleeve.,"1C-F, 1C-S",,
13011,736,Mu Phi Epsilon,Black shirts. White and purple ink on front and back.,"2C-F, 2C-B",,
13014,737,Poured Out,"Light blue shirts with black ink on front, number on back.","1C-F, 1C-B",,
13062,738,DKE Tahitian Weekends (Girls V-Necks),"Sky Blue Front, Sky Blue Back","1C-F, 1C-B",,
13062,739,DKE Tahitian Weekends (Guys Standard Tees),"Columbia Blue Front, Columbia Blue Back","1C-F, 1C-B",,
13064,740,One more Tri-blend,Medium Unisex Tri0blend. Gray with black print on front.,1C-F,,
13072,741,Black ink prints,"Jerzees 996 in gray and maroon with black print.
LA Tees 3654",1C-F,,
13080,743,Doan 6000,,,,
13083,744,East MS Mathcounts State,,,,
13157,745,Broecker Softball,"Metro Blue Shirts with yellow ink on front, yellow ink and individual numbers on the back.","1C-F, 1C-B",,
13180,748,Cougar Shirt for Pam,Gildan Daisy shirt with navy ink on front and back.,"1C-F, 1C-B",,
13182,749,Tri-Delt St. Patty's Day Shirts,6401AW American Apparel Unisex Acid Wash Jersey Short Sleeve T-Shirt with white ink on front and back.,"1C-F, 1C-B",,
13183,750,Willow Run Pullover Hoody,Red pullover with black basketball print on front.,1C-F,,
13185,751,Foundation for a Global Harmony,Assortment of colored shirts with a white print on front and back print in men's and women's cuts.,"1C-F, 1C-B",,
13185,753,Navy Ink,Light Blue women's Shirts with Navy ink.,1C-F,,
13189,754,Eastern Educators,White ink on front and back + our logo.,"1C-F, 1C-B",,
13190,755,University Ann Arbor,Gray Gildan 2000 t-shirts and Gray American Apparel Women's t-shirts.,,,
13197,756,Out of the Black,White Next Level shirts. Black print on front.,1C-F,,
13197,758,Deepest Dark,White / Gray print on front chest.,1C-F,,
13201,759,Legends of Atlantis,Irish green Gildan 2000 shirts with yellow ink on front and white ink on back.,"1C-F, 1C-B",,
13252,760,DWEST Basketball,Black long sleeve shirts with orange ink on front chest.,1C-F,,
13253,761,Markley Mayhem,"Orange shirts with white text. Some with name, some with number, some with both, some with neither.",1C-F,,
13259,762,Plymouth High School Congress,Black Anvil t-shirts with neon green ink on front.,1C-F,,
13262,763,XXS Black AmApp Hoody,With bright green peace sign on left chest.,1C-LC,,
13296,764,Bar Pro Consulting,"Black short sleeve shirts with white ink on left chest and ""STAFF"" on back.","1C-LC, 1C-B",,
13072,765,White Ink,,,,
13302,766,Neighborhood Lawn Care Front and back,Green and black ink on left chest and back.,2C-LC,,
13328,768,EMU Marching Band XXL GREEN INK,"Green ink, front chest.",1C-F,,
13328,769,EMU Marching Band XXL WHITE INK,"White ink, front chest.",1C-F,,
13328,770,EMU Band Mom GREEN INK,"Green ink, full chest",1C-F,,
13328,771,Track Jacket - White ink,"Left chest print, white ink,",1C-LC,,
13339,773,Purple Hash Logo,Black print across front chest,1C-F,,
13339,774,Midwest Connoisseur Club,Ash gray Gildan shirts with green ink on front.,1C-F,,
13354,775,Starship Items,,,,
13364,776,Hockey Tournament Shirts,Hockey Tournament Shirts,,,
13369,777,Pullover Hoodies,"White, green, red, and gold ink on left chest. Name and number on back.","4C-LC, 1C-F",,
13369,778,American Apparel Long Sleeve,"White, green, red, and gold ink",4C-F,,
13369,779,Sweat pants,Ash sweatpants with black ink on leg,1C-FL,,
13377,781,Sport Heather Sweat Pants,Heather gray sweatpants with red number on thigh.,1C-LFL,,
13378,782,"Full Front, Full Back",White and yellow ink on full front and back.,"2C-F, 2C-B",,
13378,783,"Left Chest, Full Back",White and yellow ink on left chest and full back,"2C-LC, 2C-B",,
13382,784,Imported from Detroit St. Patty's,Next Level CVC tees with white ink on front.,1C-F,,
13383,785,"Irish Today, Hungover Tomorrow",Kelly Green Next Level CVC tees with white ink on front and back.,"1C-F, 1C-B",,
13392,786,Hockey Shirts,Black ink on front and back of sport gray shirts.,"1C-F, 1C-B",,
13585,791,Blank shirts.,,,,
13589,792,Catholic League Hockey Shirts,Sport gray with black ink on front.,1C-F,,
13591,793,All the King's Men,Assorted provided fleece with white print on front of pullovers and back of zippered.,"1C-F, 1C-B",,
13593,794,Starship Bad Ass Design,"80 shirts, Black Starship logo",,,
13593,795,Starship Large Logo,"100 Shirts, Large Starship Logo on them",,,
13593,796,AVPM Characters,"41 tees, white shirts",,,
13629,799,YMCMB,Red shirts with black ink on front chest.,1C-F,,
13636,801,1 Additional Bombsquad Shirt,Heliconia shirt #7 in a large.,,,
13643,802,Pillow Case for Anthony,"Happy B-Day, Aunt Deb!",,,
13648,803,Aviram's Shirts,White shirts with black print on front full chest.,1C-F,,
13658,805,Long sleeve t-shirts,Long sleeve kiwi t-shirts with kelly green print on chest.,1C-F,,
13662,806,Alumni Sweatshirts,Gray with navy ink. Navy with white ink.,1C-F ,,
13662,807,UT Law (not alumni),"Pullover, Short Sleeves, and Long Sleeves in various colors.",,,
13679,811,Cancer Support Community of Greater Ann Arbor,Athletic gray tri-blend shirts in men's and women's.,,,
13699,813,Poison Apple T-shirts,Black shirts with white and apple green ink on front + our logo on back in white and green.,"2C-F, 2C-B",,
13700,815,Team Logo,"Royal, White, and Yellow on front. Yellow on back.","3C-F, 1C-B",,
13700,816,Michigan Ballroom - White Ink,White ink across front chest,1C-F,,
13700,817,Michigan Ballroom - Navy Ink,Navy ink across chest,1C-F,,
13717,818,Clay Ranger,Black shirt with white ink on front chest.,1C-F,,
13720,819,UT Law Women Shirts,Purple women's shirts with white ink on front and back.,"1C-F, 1C-B",,
13700,820,Real Men Need More Ballroom,White ink on front chest.,1C-F,,
13750,822,Pot Leaf,Black shirts with green pot leaf on front.,1C-F,,
13751,823,Starfish Family Services,Gildan Ringspun 64000 and 64000L t-shirts in dark heather with Aqua Ice ink on front and back.,"1C-F, 1C-B",,
13757,824,Allegra Sample Bags,Three bags with print on front.,1C-F,,
13859,826,Bluffton University,,,,
13863,827,Party Bus Freakaleeks,See Order comments for Verbiage on Shirts,,,
13866,828,High Five for Film Incentives,Direct to Garment Print the High Five T-shirt Design (Front and Back) for a PSA,,,
13872,829,Plymouth Oratorio Navy Print,Navy Print on a variety of light shirts,1C-F,,
13873,830,Huron High Dance Marathon 2011,,,,
13875,831,Kiss Me I,,,,
13876,832,Kiss Me I'm 21,"""Kiss Me I'm 21""",,,
13878,833,Errrbody Seen Da Leprechaun,White front/back on Kiwi,"1C-F, 1C-B",,
13890,834,Voice Your Vote March 2011,"Lilac Purple ink (Same as previous voice your vote), same art as always, generic tees.",1C-F,,
13907,839,Dean Fromm is my Homeboy,"Garment Print ""Fromm is my homeboy"" print on , ""Student Bar Association"" on back","1C-F, 1C-B",,
13908,841,It's A Trap,,,,
13915,842,Tony Phillips Controller,,,,
13919,843,MSA Hoodies,,,,
13926,845,MPowered Entreprenuership Spring 2011,2-Color Print(Front) white/maize,2C-F,,
13927,846,Michigan Persians Spring 2011,,,,
13929,847,Michigan Variety Hoodies 2011,,,,
13936,848,MCAD Hoodies,,,http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/5/Jim-Mandl-MCAD-HOODIES.jpg,
13966,849,ESA,,,,
13968,850,White Water Polo,,,,
13993,853,The Team 2011,,,,
14033,854,Sleeveless Number Shirts,,,,
14034,855,Kid's Gotta Play,,,,
14037,856,Arborscape Lawn Care,1-Color Full Back,1C-B,,
14054,858,A-Plus Home Improvement,"Black front and back print on Yellow Haze tees
- Black left chest print on Sand polos","1C-F, 1C-B or 1C-LC",,
14055,859,Mollywood,1-Color Silver Shimmer print on black sweatpants,1C-FL,,
14187,860,KbyMe Samples,3 blanks: Next Level Princess Tees,blanks,,
14226,861,Tom Petty Tank Top,White Bella Ladies' Tank Top with black print on front.,1C-F,,
14247,862,North Quad Ally,Black shirts with maize ink on front and back.,"1C-F, 1C-B",,
14253,863,K A Pi Good Lawyers,Purple American Apparel crew and v-necks with white and Sky Blue ink on front and back.,"2C-F, 2C-B",,
14292,865,"Deerfield Chicago Trip, 2011",Purple Gildan shirts with white ink on the front and back + name in white,"1C-F, 1C-B",,
14299,868,Drink Michigan Tees,,,,
14296,866,"Black shirts, White Ink","White ink on front, back, and inside.","1C-F, 1C-B, 1C-IT",,
14296,867,"White shirts, Black ink","Black ink on front, back, and inside","1C-F, 1C-B, 1C-IT",,
14303,869,"Save the Tatas, II",Black Anvil 6.1oz t-shirts with white and pink ink on front and back + our logo.,"2C-F, 2C-B",,
14304,870,Jerry's Sister's Stuff,Medium black 3300L. Small AmApp F497 Black.,,,
14311,873,DM Shirts for Omar,Black Anvil 979 shirts with lime ink on front and back.,"1C-F, 1C-B",,
14315,874,DMUM,Next Level Apparel V-necks. Gray.,,,
14353,876,"Ross Bar Crawl, Spring 2011",Gold and Navy basketball pinnies with navy print on gold side.,1C-F,,
14367,878,Abe Morrison: Not a Bitch,Orange American Apparel t-shirts with navy ink on front chest.,1C-F,,
14368,879,V-neck,Black Am App V-necks with white skater print on front and event print on back.,"1C-F, 1C-B",,
14368,880,Crew Neck A,white skater print on front and event print on back. Same print as v-neck,"1C-F, 1C-B",,
14368,881,Crew Neck B,white print on front chest only of event print.,1C-F,,
14370,882,Kappa Delta Pi,Sport Gray Gildan 2000 shirts with forest green ink on front and back.,"1C-F, 1C-B",,
14371,883,Nach-ruhl,White Tultex t-shirts with black ink across front chest.,1C-F,,
14377,885,Oh Africa,"Black Shirts with white ink, White Shirts with black ink.",1C-F,,
14377,888,Lucky # 7,White crew neck with black ink,1C-F,,
14377,889,Bleeding Heart,Black shirts with white ink.,1C-F,,
14377,890,Bleeding Heart Women's,Black shirts with white ink.,1C-F,,
14377,891,The King,Black shirts with white ink on front chest,1C-F,,
14378,892,APIA High School Conf 2011,White Screen print on Royal Tees,1C-F,http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/9/Cathy-Cao-AHS-CONFERENCE-2011.jpg,
14378,893,Core Hoodies,,,http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/13/cathy_cau_core_hoodies.gif,
14402,894,Mary Magdalen Youth Group,Black Pullover Hoodies with white and red ink on front and back.,2C-F. 2C-B,,
14403,895,Doodle Jersey,1-orange Jersey,,,
14404,896,TJR Horror Glow,,,,
14404,897,TJR Boa V-Neck,,,,
14405,898,Shirt for Dan,"One Safety Orange shirt with navy ink on front, back, and both sleeves.","1C-F, 1C-B, 1C-RLS, 1C-LLS",,
14407,899,Archaeology Totes,Black Totes with white ink on one side.,1C-F,,
14412,900,Adam L's hoodie,,,,
14414,901,India vs Pakistan,,,,
14416,902,1 5T Light Pink Outdoor Wonders Shirt,1 5T Light Pink Outdoor Wonders Shirt,,,
14439,903,Be Illegal,Black Next Level Apparel shirts with a white print on the front and back + our logo on the back.,"1C-F, 1C-B",http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/7/charlotte_herring_be_illegal.jpg,
14537,905,Allegra 275 Totes,"PMS 129 and blue (try to match trim with blue).

One side print.",2C-F,,
14545,906,Roughnecks,"Black shirts. Gray and orange screen print on front, orange number on back.","2C-F, 1C-B",,
14553,907,FR(delta)T Tanks,,,http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/25/ashley_comras_fr_delta_t.gif,
14558,908,"Rifle Team Shirts, Spring 2011",Black t-shirts and pullover hoodies with white ink on front and back.,"1C-F, 1C-B",,
14563,909,AKPsi BBall Jerseys,Gold and Navy reversible pinnies with inverse ink on front and back. Both sides.,"1C-F, 1C-B",http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/23/alpha-kappa-psi-pinnie-jerseys.gif,
14604,910,Delta Sigma Delta,Teal American Apparel 2001 shirts with Maroon QCM ink.,1C-F,,
14606,911,Spring Break Bahama's,,,,
14606,912,Comedy,,,,
14609,913,Groundhogs,1-Color White,1C-F,,
14609,914,We've Got The Runs,,,,
14610,915,Black Apparel,"T-shirts, V-necks, and Fleece. Red and white ink on front of shirt.",2C-F,http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/15/joanna_rew_sending_hope_to_japan_black.jpg,
14610,916,White Apparel,"T-shirts, V-necks. Red and black ink on front of shirt.",2C-F,http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/17/joanna_rew_sending_hope_to_japan_white.jpg,
14620,924,Frita Batidos,American Apparel 2001 and 2102 t-shirts with white ink on front and back.,"1C-F, 1C-B",,
14660,928,RUSH ORDER: Tri-Delt Tanks,3 color neon print + underbase on front. 2 color neon print + underbase on back.,"4C-F, 4C-B",http://s3.amazonaws.com/admin.annarbortshirtcompany.com/proof_images/21/emily_dobrowski_black_tridelt_tanks.jpg,
14661,929,Eastern Michigan Relay for Life,Black Hooded Sweatshirts with hot pink design on front and back.,"1C-F, 1C-B",,
14666,931,Blank Print,,,,
14683,934,"Net Impact, Rd II",Teal American Apparel 2001 with white ink on front and back. Our logo in white on sleeve.,"1C-F, 1C-B, 1C-RSP",,
14688,935,Basement Arts Spring 2011,"Sport Gold, sky blue, fuchsia, signal green, and white ink on front of black shirt.",5C-F,,
14694,938,UM Pharmacy,"Navy pullover hoodies with maize ink on front, maize names and numbers on back.","1C-F, 1C-B",,
14700,939,Karthik,,,,
14701,940,"Dance 2XS, Spring 2011",Aqua Ice ink on front and back of American Apparel Triblend black tank tops.,"1C-F, 1C-B",,
14705,942,Chemical Engineering,White and sport gold ink on front chest of navy Next Level shirts.,2C-F,,
14707,943,I <3 APU,,,,
14714,945,Baker Strategy Nike Polos,,,,
14744,949,Safety Green Tees,Black ink on front and back.,"1C-F, 1C-B",,
14744,950,Performance Polos,Black Performance polos with signal green flourescent ink over a poly-white underbase on left chest.,2C-LC,,
14754,952,APA101 - Nom Nom Nom,Red Gildan 2000 shirts with white ink on front and back + our logo on back.,"1C-F, 1C-B",,
14755,953,YK Monster,Navy Gildan shirts with white ink on front and back. Our logo on the back.$7.75 each.,"1C-F, 1C-B",,
14757,954,Figure Skating Follow Up Hoodie and V-Neck,,,,
14879,956,BLSA License Plate Shirts,,,,
14880,957,Biohazard,Black 6.1oz t-shirts with white ink on front and unique number on back.,"1C-F, 1C-B",,
14881,958,Wizard of Oz Crew,Black shirts with Kelly green ink on front and back.,"1C-F, 1C-B",,
14890,959,Tony Phillips for Controller,,,,
14895,960,AC / BC,Purple shirts with white ink on front and back.,"1C-F, 1C-B",,
14896,961,MCAD Hoodie,,,,
